source_run_id,iteration,relative_path,sha256,state_fingerprint,linearization_fingerprint,previous_checkpoint_sha256,git_commit,config_sha256,input_hash_fingerprint,recorded_at_utc
20260811_050742_stage_B_2C_4168a6e9,27,iteration_027.mat,fa6d66c26079dfcaef8c922aa4816e0157a650e48daec2ffa1065f6d4fbe8a5a,86b2387f1c4dd1e8a9cfd2f2c09974dbd4f1db77b804e0ce2e7bde1efd8509a6,d401770a6199fe944cd3f8d450e2fba1ec7da30b57c51199fa0e715468b908ba,6802dd6cfcabdc3bc5b3af58a43bc7ea0e77a062d7a7e0c830c747635f693505,4168a6e9fd8b7f6984f40001b1cf004fcee950e6,a711336e5c5442a12a5dbf59a76df972b574fd39164477c6d6c5687d9e991321,ce8292e84f2ce175f67df4090a38ce016d8259134268b5397710e7b9088a681d,2026-08-11T05:21:15.488Z
