matrix_name,row_count,column_count,nonzero_count,symmetry_relative,role,linearization_identity
H_water,3722,3722,672,0,mandatory_nonzero_gate,stage-B2C-linearization-v1.0|aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277|10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186|days14-20|hours1-24|state=19c95b766a435c071437eeeef8425f203cd8485bf4722630e701e805a9c2f2bc|index=stage-B2C-water-index-v1.0|objective_scale=positive_scalar_unitization|factor=4920145.04|chain=B-2C-NONZERO-HESSIAN-GATE
H_L,3722,3722,672,0,shared_linearization,stage-B2C-linearization-v1.0|aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277|10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186|days14-20|hours1-24|state=19c95b766a435c071437eeeef8425f203cd8485bf4722630e701e805a9c2f2bc|index=stage-B2C-water-index-v1.0|objective_scale=positive_scalar_unitization|factor=4920145.04|chain=B-2C-NONZERO-HESSIAN-GATE
A,618,3722,4846,NaN,shared_linearization,stage-B2C-linearization-v1.0|aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277|10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186|days14-20|hours1-24|state=19c95b766a435c071437eeeef8425f203cd8485bf4722630e701e805a9c2f2bc|index=stage-B2C-water-index-v1.0|objective_scale=positive_scalar_unitization|factor=4920145.04|chain=B-2C-NONZERO-HESSIAN-GATE
G,7304,3722,11194,NaN,shared_linearization,stage-B2C-linearization-v1.0|aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277|10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186|days14-20|hours1-24|state=19c95b766a435c071437eeeef8425f203cd8485bf4722630e701e805a9c2f2bc|index=stage-B2C-water-index-v1.0|objective_scale=positive_scalar_unitization|factor=4920145.04|chain=B-2C-NONZERO-HESSIAN-GATE
full_KKT,18948,18948,54664,NaN,independent_audit_only,stage-B2C-linearization-v1.0|aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277|10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186|days14-20|hours1-24|state=19c95b766a435c071437eeeef8425f203cd8485bf4722630e701e805a9c2f2bc|index=stage-B2C-water-index-v1.0|objective_scale=positive_scalar_unitization|factor=4920145.04|chain=B-2C-NONZERO-HESSIAN-GATE
