run_id,stage_id,solve_pass,iteration,model_contract_version,input_hashes,index_contract_version,solver_version,path,sha256,created_at
20260718_161942_stage_0_e0522686,stage_0,none,0,1.0,"{""base_parameters"":""aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277"",""timeseries"":""10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186""}",1.0-stage0-framework,NOT_APPLICABLE,checkpoints/stage0_normalized_data.mat,b90477e9a8a93977805d2f557c37c2706f750863891c9e284802de644de48e73,2026-07-19T00:20:12+08:00
