run_id,stage_id,solve_pass,iteration,model_contract_version,input_hashes,index_contract_version,solver_version,path,sha256,created_at
20260718_162525_stage_0_6a88ecee,stage_0,none,0,1.0,"{""base_parameters"":""aebb35fa80e6ba2fb8d4534b09a141feaedcb2b9d027e9924e7a0091943c4277"",""timeseries"":""10baac1dc5d0b07dbbb9d2fe8f9aac82f071e43d4fb9901ff7ba0b467d05c186""}",1.0-stage0-framework,NOT_APPLICABLE,checkpoints/stage0_normalized_data.mat,68467a6f23a862af7f26072d4a6ee453863bea99f543dc65763ebc4542f5d8b6,2026-07-19T00:25:56+08:00
